DATAID,NAME,path,Subtype,VALSTR
192094244,414249.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249:00273-OS-414249-004,Document,
192095124,414249_17 RFI#42,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249:00273-OS-414249-004,URL,
192707416,00273-OS-414249-005,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249,Folder,
192707928,414249.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249:00273-OS-414249-005,Document,
192709522,414249_18 RFI#54,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249:00273-OS-414249-005,URL,
192954596,00273-OS-414249-006,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249,Folder,
193000247,414249.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249:00273-OS-414249-006,Document,
193001348,414249_19 RFI #57,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249:00273-OS-414249-006,URL,
193554463,00273-OS-414249-007,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249,Folder,
193547646,414249.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249:00273-OS-414249-007,Document,
193550951,414249_20 RFI#72,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249:00273-OS-414249-007,URL,
193589071,00273-OS-414249-008,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249,Folder,
193583993,414249.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249:00273-OS-414249-008,Document,
193588180,414249_20 RFI#72,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249:00273-OS-414249-008,URL,
195158445,00273-OS-414249-009,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249,Folder,
195156333,414249_23 RFI #82,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249:00273-OS-414249-009,URL,
195158532,414249.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249:00273-OS-414249-009,Document,
195418826,00273-OS-414249-011,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249,Folder,
195425310,414249_26 RFI#95,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249:00273-OS-414249-011,URL,
195483271,414249.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249:00273-OS-414249-011,Document,
195421790,00273-OS-414249-010,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249,Folder,
195421577,414249_25 RFI#93,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249:00273-OS-414249-010,URL,
195483049,414249.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249:00273-OS-414249-010,Document,
195484147,00273-OS-414249-012,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249,Folder,
195484148,414249_27 RFI 101,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249:00273-OS-414249-012,URL,
195484699,414249.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414249:00273-OS-414249-012,Document,
185453562,00273-OS-414261,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,414261
185454764,00273-OS-414261-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261,Folder,
185451863,Req. #13655 & Supporting Documents.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-000,Document,
185453160,Commitment Justification & Winning Bid.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-000,Document,
185454657,414261.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-000,Document,
187366799,00273-OS-414261-001,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261,Folder,
187362520,414261_6 432,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-001,URL,
187366096,414261.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-001,Document,
187429975,00273-OS-414261-002,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261,Folder,
187426480,414261_7 433,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-002,URL,
187428386,414261.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-002,Document,
190694901,00273-OS-414261-003,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261,Folder,
190700014,414261_17 455,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-003,URL,
190709421,414261.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-003,Document,
191312284,00273-OS-414261-004,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261,Folder,
191316100,414261_19 473,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-004,URL,
191317204,414261.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-004,Document,
191363962,00273-OS-414261-005,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261,Folder,
191355883,414261_20 476,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-005,URL,
191356979,414261.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-005,Document,
192362291,00273-OS-414261-006,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261,Folder,
192366792,414261_21 498,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-006,URL,
192367786,414261.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-006,Document,
192805236,00273-OS-414261-007,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261,Folder,
192800339,414261_30,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-007,URL,
192801636,414261_24,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-007,URL,
192803426,414261.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-007,Document,
192806531,414261_29,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-007,URL,
192806532,414261_31,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-007,URL,
195118618,00273-OS-414261-008,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261,Folder,
195118407,414261.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-008,Document,
195120214,414261_32,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-008,URL,
195867943,00273-OS-414261-009,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261,Folder,
195870171,414261_34,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-009,URL,
195875587,414261_33,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-009,URL,
195877674,414261.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414261:00273-OS-414261-009,Document,
185455372,00273-OS-414263,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,414263
185454074,00273-OS-414263-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414263,Folder,
185451884,414263.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414263:00273-OS-414263-000,Document,
185453573,Req. #13805 & Supporting Documents.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414263:00273-OS-414263-000,Document,
187695304,00273-OS-414263-001,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414263,Folder,
187689483,414263_1 AD-001,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414263:00273-OS-414263-001,URL,
187690380,414263.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414263:00273-OS-414263-001,Document,
185469092,00273-OS-414283,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,414283
185468579,00273-OS-414283-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283,Folder,
185469195,Signed Requisition.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-000,Document,
185470488,RFP RobWel Mechanical P-2010-394.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-000,Document,
185472201,Estimate Brackish Water l .msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-000,Document,
185472608,Received Budget and Coding Assurance   P2010-394 - BW Relief & Backwash .msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-000,Document,
185473914,Received Technical Acceptance   P2010-394 - Brackish Water Relief .msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-000,Document,
185477911,Draft Contract No. 414283.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-000,Document,
186797792,00273-OS-414283-001,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283,Folder,
186796769,Draft CO 1 Contract no. 414283.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-001,Document,
186803807,RFI No. RW001,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-001,URL,
187204535,Fully Executed CO 1 Contract No. 414283.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-001,Document,
187748692,00273-OS-414283-002,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283,Folder,
187747102,RFI RW002,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-002,URL,
187752503,Draft CO 2 Contract No. 414283.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-002,Document,
187755807,RFI No. RW003,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-002,URL,
187970460,For Signature  Change Order #2- 414283.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-002,Document,
187970881,For Signature  Change Order #2- 414283 (and) Returned RFI’s  PIMs 3-5  Robwel- P-2010-394.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-002,Document,
187971318,For Signature CO 2 Contract 414283.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-002,Document,
187972990,Fully Executed CO 2 contract 414283.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-002,Document,
192549651,00273-OS-414283-003,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283,Folder,
192547956,414283_4 RW004,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-003,URL,
192755255,414283_003.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-003,Document,
192940337,OPS Robwel's RFI(s)  RFI RW004  414283_003 for Signature  P-2010-394.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-003,Document,
193011062,RE  OPS Robwel's RFI(s)  RFI RW004  414283_003 for Signature  P-2010-394  Signed.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414283:00273-OS-414283-003,Document,
185480757,00273-OM-414286,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,414286
185468278,00273-OM-414286-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-414286,Folder,
185496019,00273-OS-414307,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,414307
185492934,00273-OS-414307-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307,Folder,
185680895,CJ 13692.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-000,Document,
185685602,13692.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-000,Document,
192637318,414307.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-000,Document,
186796905,00273-OS-414307-001,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307,Folder,
186799135,414307_4 BBS438 RFI004,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-001,URL,
186802926,414307.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-001,Document,
187923332,00273-OS-414307-002,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307,Folder,
187914314,414307_7 BBS438RFI007,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-002,URL,
187922450,414307.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-002,Document,
189347258,00273-OS-414307-003,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307,Folder,
189366455,414307_14,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-003,URL,
189369984,414307_13,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-003,URL,
189371166,414307_12,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-003,URL,
189371252,414307_10,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-003,URL,
189372764,414307_11,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-003,URL,
189374579,414307_9,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-003,URL,
192566341,00273-OS-414307-004,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307,Folder,
192557885,414307_16,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-004,URL,
192568246,414307_15,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-004,URL,
192762960,414307.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-004,Document,
192803352,00273-OS-414307-005,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307,Folder,
192800747,414307_17,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-005,URL,
192993684,414307.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-005,Document,
192804161,00273-OS-414307-006,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307,Folder,
192804355,414307_15,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-006,URL,
192992189,414307.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-006,Document,
193540678,00273-OS-414307-007,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307,Folder,
193535870,414307_20,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-007,URL,
193536882,414307_21,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-007,URL,
193785041,414307.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414307:00273-OS-414307-007,Document,
185514644,00273-OM-414332,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,414332
185513648,00273-OM-414332-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-414332,Folder,
185517820,Att #2 SCM Negotiations Dechen 2014-15 Rate Increase.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-414332:00273-OM-414332-000,Document,
185521439,Att #1 DRAFT MSO#414332 Dechen.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-414332:00273-OM-414332-000,Document,
185522515,Approval Cover Page.doc,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-414332:00273-OM-414332-000,Document,
185608051,MSO#414332 Dechen.EXECUTED.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-414332:00273-OM-414332-000,Document,
187894552,00273-OM-414332-001,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-414332,Folder,
188717556,Att #2 - 1st Letter of Offer.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-414332:00273-OM-414332-001,Document,
188722472,Att #3 - Negotiated Offer.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-414332:00273-OM-414332-001,Document,
188723597,Att #1 - Draft MSO#414332_001 Dechen.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-414332:00273-OM-414332-001,Document,
188759836,MSO#414332_002 Dechen - EXECUTED.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-414332:00273-OM-414332-001,Document,
190918591,Approval Cover Page Dechen.doc,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-414332:00273-OM-414332-001,Document,
191081574,00273-OM-414332-002,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-414332,Folder,
191202552,Approval Cover Page Dechen.doc,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-414332:00273-OM-414332-002,Document,
191202644,Att #1 Draft MSO#414332_002 Dechen.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-414332:00273-OM-414332-002,Document,
191286025,MSO#414332_002 EXECUTED.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-414332:00273-OM-414332-002,Document,
185702482,00273-OS-414532,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,414532
185703667,00273-OS-414532-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414532,Folder,
185703817,Delegation of Authority Form.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414532:00273-OS-414532-000,Document,
185704214,Commitment Justification Form & Winning Bid.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414532:00273-OS-414532-000,Document,
185704296,414532.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414532:00273-OS-414532-000,Document,
185705923,Req. #13302.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414532:00273-OS-414532-000,Document,
188743282,00273-OS-414532-001,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414532,Folder,
188738690,414532_5 ME-303,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414532:00273-OS-414532-001,URL,
188739280,414532.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414532:00273-OS-414532-001,Document,
190499247,00273-OS-414532-002,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414532,Folder,
190497035,414532_3 ME-201,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414532:00273-OS-414532-002,URL,
190497036,414532_14 ME-209,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414532:00273-OS-414532-002,URL,
190498947,414532_6 ME-204,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414532:00273-OS-414532-002,URL,
190499253,414532_17 ME-212,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414532:00273-OS-414532-002,URL,
190505183,414532_9 ME-206,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-414532:00273-OS-414532-002,URL,
